school_id,school_name,street_address,city,state,zip_code,phone,county,total_students_listing,grades_listing,detail_href,source_url
063942002213,jefferson middle,21717 Talisman St.,Torrance,CA,90503,(310)533-4794,Los Angeles County,674,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=063942002213,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=063942002213
068450013238,jeffrey trail middle,155 Visions,Irvine,CA,92620,(949)936-5000,Orange County,"1,049",7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=068450013238,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=068450013238
063375005203,jellick elementary,1400 South Jellick Ave.,Rowland Heights,CA,91748,(626)964-1275,Los Angeles County,376,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=063375005203,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=063375005203
060687009522,jenny lind elementary,5100 Driver Rd.,Valley Springs,CA,95252,(209)754-2350,Calaveras County,475,KG-7,school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=060687009522,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=060687009522
062250009568,jenny oropeza elementary,700 Locust Ave.,Long Beach,CA,90813,(562)436-4420,Los Angeles County,519,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=062250009568,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=062250009568
060780004339,jensen ranch elementary,PO Box 2146,Castro Valley,CA,94546,(510)537-6365,Alameda County,373,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=060780004339,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=296&ID=060780004339
063432005486,jerabek elementary,10050 Avenida Magnifica,San Diego,CA,92131,(619)605-1700,San Diego County,718,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=063432005486,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=063432005486
062193002601,jersey avenue elementary,9400 Jersey Ave.,Santa Fe Springs,CA,90670,(562)948-3772,Los Angeles County,260,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=062193002601,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=062193002601
060195000085,jesse g. sanchez elementary,901 North Sanborn Rd.,Salinas,CA,93905,(831)753-5760,Monterey County,646,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060195000085,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060195000085
064074007861,jesse m. bethel high,1800 Ascot Pkwy.,Vallejo,CA,94591,(707)556-5700,Solano County,"1,418",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=064074007861,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=064074007861
061233007698,jessie baker,8850 Southside Ave.,Elk Grove,CA,95624,(916)686-7703,Sacramento County,170,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=061233007698,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=061233007698
064215002349,jessie hayden elementary,14782 Eden St.,Midway City,CA,92655,(714)894-7261,Orange County,514,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=064215002349,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=064215002349
062250002708,jessie nelson academy,1951 Cherry Ave.,Signal Hill,CA,90755,(562)591-6041,Los Angeles County,832,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=062250002708,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=062250002708
061524008019,jewel city community day,223 North Jackson St.,Glendale,CA,91206,(818)549-4812,Los Angeles County,9,7-10,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=061524008019,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=061524008019
069101100411,jill kinmont boothe,166 Grandview Dr.,Bishop,CA,93514,(760)873-3262,Inyo County,7,6-12,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=069101100411,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=069101100411
060657010701,jim maples academy,252 North Westwood,Porterville,CA,93257,(559)781-1658,Tulare County,466,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060657010701,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060657010701
063531008248,jim thorpe fundamental,2450 West Alton,Santa Ana,CA,92704,(714)430-5800,Orange County,738,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=063531008248,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=063531008248
060558013869,jimenez roberto and dr. francisco elementary,708 South Miller St.,Santa Maria,CA,93454,(805)361-4340,Santa Barbara County,"1,177",KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060558013869,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060558013869
060210000092,joan macqueen middle,2001 Tavern Rd.,Alpine,CA,91901,(619)445-3245,San Diego County,405,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060210000092,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060210000092
062271003107,joaquin miller career and transition center,8218 Vanalden Ave.,Reseda,CA,91335,(818)885-1646,Los Angeles County,164,12,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=062271003107,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=062271003107
060645000574,joaquin miller elementary,720 East Providencia Ave.,Burbank,CA,91501,(818)729-2050,Los Angeles County,730,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060645000574,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=297&ID=060645000574
060645000574,joaquin miller elementary,720 East Providencia Ave.,Burbank,CA,91501,(818)729-2050,Los Angeles County,730,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060645000574,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060645000574
061029001142,joaquin miller middle,6151 Rainbow Dr.,San Jose,CA,95129,(408)252-3755,Santa Clara County,"1,067",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=061029001142,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=061029001142
062574003851,joaquin moraga intermediate,1010 Camino Pablo,Moraga,CA,94556,(925)376-7206,Contra Costa County,658,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062574003851,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062574003851
060939000945,joe baca,1640 South Lilac Ave.,Bloomington,CA,92316,(909)580-5014,San Bernardino County,705,7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060939000945,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060939000945
061077001194,joe hamilton elementary,1050 E St.,Crescent City,CA,95531,(707)464-0330,Del Norte County,298,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=061077001194,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=061077001194
060462009116,joe henderson elementary,650 Hastings Dr.,Benicia,CA,94510,(707)747-8370,Solano County,530,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060462009116,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060462009116
062211002628,joe michell,1001 Elaine Ave.,Livermore,CA,94550,(925)606-4738,Alameda County,786,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062211002628,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062211002628
062871004464,joe nightingale elementary,500 Dyer St.,Orcutt,CA,93455,(805)938-8650,Santa Barbara County,695,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062871004464,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062871004464
062223008617,joe serna jr. charter,4620 East Acampo Rd.,Acampo,CA,95220,(209)331-7809,San Joaquin County,369,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062223008617,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062223008617
062460011688,joe stefani,2768 Ranchero Ln.,Merced,CA,95348,(209)724-2500,Merced County,641,3-6,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062460011688,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062460011688
064212006890,joe walker middle,5632 West Ave. L-8,Lancaster,CA,93536,(661)943-3258,Los Angeles County,781,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=064212006890,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=064212006890
060813011490,joel j. hidahl elementary,2351 East Redwood Rd.,Ceres,CA,95307,(209)556-1650,Stanislaus County,393,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060813011490,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060813011490
060897000901,johanna echols-hansen high (continuation),322 North Washington St.,Cloverdale,CA,95425,(707)894-1925,Sonoma County,20,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060897000901,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=060897000901
062667004049,john a. otis elementary,621 East 18th St.,National City,CA,91950,(619)336-8800,San Diego County,367,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062667004049,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=062667004049
063375005204,john a. rowland high,2000 South Otterbein St.,Rowland Heights,CA,91748,(626)965-3448,Los Angeles County,"2,016",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=063375005204,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=298&ID=063375005204
062271003382,john a. sutter middle,7330 Winnetka Ave.,Canoga Park,CA,91306,(818)773-5800,Los Angeles County,763,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062271003382,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062271003382
060196914072,john adams academy - el dorado hills,1 Sierra Gate Plaza,Roseville,CA,95678,(916)780-6800,El Dorado County,"1,580",KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060196914072,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060196914072
060198614071,john adams academy - lincoln,One Sierra Gate Plaza,Roseville,CA,95678,(916)209-5540,Placer County,"1,392",KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060198614071,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060198614071
060226112569,john adams academy - roseville,One Sierra Gate Plaza,Roseville,CA,95678,(916)780-6800,Placer County,"1,668",KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060226112569,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060226112569
061111014129,john adams early childhood learning center,50-800 Desert Club Dr.,La Quinta,CA,92253,(760)777-4260,Riverside County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=061111014129,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=061111014129
060985001045,john adams elementary,2350 Border Ave.,Corona,CA,92882,(951)736-3313,Riverside County,539,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060985001045,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=060985001045
062334003543,john adams elementary,1822 National Ave.,Madera,CA,93637,(559)674-4631,Madera County,736,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062334003543,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062334003543
063942006549,john adams elementary,2121 238Th St.,Torrance,CA,90501,(310)533-4480,Los Angeles County,343,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063942006549,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063942006549
062271002800,john adams middle,151 West 30th St.,Los Angeles,CA,90007,(213)745-3700,Los Angeles County,676,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062271002800,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062271002800
063570006085,john adams middle,2425 16th St.,Santa Monica,CA,90405,(310)452-2326,Los Angeles County,806,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063570006085,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063570006085
062088012421,john and jacquelyn miller elementary,43420 22nd St. West,Lancaster,CA,93536,(661)726-1826,Los Angeles County,697,KG-7,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062088012421,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062088012421
062271003191,john b. monlux elementary,6051 Bellaire Ave.,North Hollywood,CA,91606,(818)763-4693,Los Angeles County,660,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062271003191,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062271003191
062400001766,john b. riebli elementary,315 Mark West Springs Rd.,Santa Rosa,CA,95404,(707)524-2980,Sonoma County,411,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062400001766,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=062400001766
063513005949,john baldwin elementary,741 Brookside Dr.,Danville,CA,94526,(925)855-5200,Contra Costa County,439,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063513005949,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063513005949
063462005755,john barrett middle,4243 Barrett Rd.,Carmichael,CA,95608,(916)971-7842,Sacramento County,802,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063462005755,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=299&ID=063462005755
063384005254,john bidwell elementary,1730 65th Ave.,Sacramento,CA,95822,(916)395-4610,Sacramento County,262,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063384005254,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063384005254
061440001656,john blacow elementary,40404 Sundale Dr.,Fremont,CA,94538,(510)656-5121,Alameda County,557,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=061440001656,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=061440001656
062271002875,john burroughs middle,600 South McCadden Pl.,Los Angeles,CA,90005,(323)549-5000,Los Angeles County,"1,302",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062271002875,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062271002875
062991004656,john c martinez elementary,900 Newmark Ave.,Parlier,CA,93648,(559)646-3527,Fresno County,434,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062991004656,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062991004656
060969001036,john c. fremont elementary,1900 Bell Ave.,Corcoran,CA,93212,(559)992-8888,Kings County,467,2-3,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=060969001036,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=060969001036
063801011782,john c. fremont elementary,2021 East Flora St.,Stockton,CA,95205,(209)933-7385,San Joaquin County,813,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063801011782,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063801011782
061524001929,john c. fremont elementary,3320 Las Palmas Ave.,Glendale,CA,91208,(818)249-3241,Los Angeles County,578,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=061524001929,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=061524001929
062460003691,john c. fremont elementary,2150 S St.,Merced,CA,95340,(209)385-6627,Merced County,580,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062460003691,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062460003691
062271003023,john c. fremont senior high,7676 South San Pedro St.,Los Angeles,CA,90003,(323)565-1200,Los Angeles County,"1,889",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062271003023,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062271003023
060004712372,john c. kimball high,3200 Jaguar Run,Tracy,CA,95377,(209)832-6600,San Joaquin County,"1,587",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=060004712372,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=060004712372
063384005255,john cabrillo elementary,1141 Seamas Ave.,Sacramento,CA,95822,(916)395-4615,Sacramento County,382,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063384005255,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063384005255
063384005256,john d. sloat elementary,7525 Candlewood Way,Sacramento,CA,95822,(916)395-4620,Sacramento County,218,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063384005256,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=063384005256
062769004158,john dolland elementary,15021 South Bloomfield Ave.,Norwalk,CA,90650,(562)210-2560,Los Angeles County,586,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062769004158,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=062769004158
060195009694,john e. steinbeck elementary,1714 Burlington Dr.,Salinas,CA,93906,(831)753-5780,Monterey County,486,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=060195009694,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=060195009694
061233010293,john ehrhardt elementary,8900 Old Creek Dr.,Elk Grove,CA,95758,(916)686-7259,Sacramento County,827,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=061233010293,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=300&ID=061233010293
069103107355,john f. cruikshank jr.,PO Box 213030,Stockton,CA,95213,(209)468-4847,San Joaquin County,46,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=069103107355,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=069103107355
063531009440,john f. kennedy elementary,1300 East McFadden,Santa Ana,CA,92705,(714)972-5700,Orange County,380,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063531009440,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063531009440
061111001229,john f. kennedy elementary,45-100 Clinton St.,Indio,CA,92201,(760)775-3840,Riverside County,390,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061111001229,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061111001229
063315010585,john f. kennedy elementary,19125 Schoolhouse Ln.,Riverside,CA,92508,(951)789-7570,Riverside County,864,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063315010585,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063315010585
062706004082,john f. kennedy elementary,35430 Blackburn Dr.,Newark,CA,94560,(510)818-3400,Alameda County,455,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=062706004082,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=062706004082
061887002287,john f. kennedy elementary,785 Price St.,Daly City,CA,94014,(650)991-1239,San Mateo County,304,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061887002287,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061887002287
060006511536,john f. kennedy elementary,1327 East El Monte Way,Dinuba,CA,93618,(559)595-7300,Tulare County,488,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=060006511536,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=060006511536
060985011712,john f. kennedy high,1951 Third St.,Norco,CA,92860,(951)738-2200,Riverside County,694,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=060985011712,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=060985011712
063255005037,john f. kennedy high,4300 Cutting Blvd.,Richmond,CA,94804,(510)231-1433,Contra Costa County,740,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063255005037,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063255005037
061440001672,john f. kennedy high,39999 Blacow Rd.,Fremont,CA,94538,(510)657-4070,Alameda County,"1,273",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061440001672,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061440001672
063384005257,john f. kennedy high,6715 Gloria Dr.,Sacramento,CA,95831,(916)395-5090,Sacramento County,"1,652",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063384005257,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063384005257
060263000177,john f. kennedy high,8281 Walker St.,La Palma,CA,90623,(714)220-4101,Orange County,"1,983",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=060263000177,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=060263000177
062271003108,john f. kennedy high,11254 Gothic Ave.,Granada Hills,CA,91344,(818)271-2900,Los Angeles County,"2,152",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=062271003108,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=062271003108
061647003154,john f. kennedy junior high,PO Box 1067,Hanford,CA,93232,(559)585-3850,Kings County,531,7-8,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061647003154,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=061647003154
063213004970,john f. kennedy middle,2521 Goodwin Ave.,Redwood City,CA,93239,(650)482-2409,San Mateo County,808,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063213004970,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=301&ID=063213004970
063213004970,john f. kennedy middle,2521 Goodwin Ave.,Redwood City,CA,93239,(650)482-2409,San Mateo County,808,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=063213004970,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=063213004970
061029001138,john f. kennedy middle,821 Bubb Rd.,Cupertino,CA,95014,(408)253-1525,Santa Clara County,880,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061029001138,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061029001138
064215012589,john f. land,15151 Temple St.,Westminster,CA,92683,(714)894-7344,Orange County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=064215012589,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=064215012589
064074006734,john finney high (continuation),1347 Amador St.,Vallejo,CA,94590,(707)556-8670,Solano County,141,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=064074006734,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=064074006734
062769004159,john foster dulles elementary,12726 Meadowgreen Rd.,La Mirada,CA,90638,(562)210-2610,Los Angeles County,250,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=062769004159,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=062769004159
062513003735,john fremont elementary,1220 West Orangeburg Ave.,Modesto,CA,95350,(209)574-8122,Stanislaus County,625,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=062513003735,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=062513003735
061440001675,john g. mattos elementary,37944 Farwell Dr.,Fremont,CA,94536,(510)793-1359,Alameda County,486,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061440001675,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061440001675
061111008765,john glenn middle school of international studies,79-655 Miles Ave.,Indio,CA,92201,(760)200-3700,Riverside County,"1,099",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061111008765,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061111008765
061440001664,john gomes elementary,555 Lemos Ln.,Fremont,CA,94539,(510)656-3414,Alameda County,462,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061440001664,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=061440001664
060001912078,john green elementary,3300 Antone Way,Dublin,CA,94568,(925)833-4200,Alameda County,661,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=060001912078,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=302&ID=060001912078
